n,ccr,shape,P,outdeg,rep,algo,makespan,energy,cost,reliability,load_balance
10,0.5,4,4,-1,0,GA,17.397006564221215,3062.0443249588943,0.00028772454907962215,0.9999482109222663,2.4295638883478903
10,0.5,4,4,-1,1,HEFT,13.460692168957046,2528.221356434151,0.00024316642536488544,0.9999562310013247,2.288058910101887
10,0.5,4,4,-1,1,GA,13.65560224704781,2293.2382624024012,0.00021159810782223596,0.9999619130659176,4.845126700313661
10,0.5,4,4,-1,2,HEFT,13.995205096799461,2803.9539994889406,0.00027547598899774764,0.9999504155513297,0.9283192197279238
10,0.5,4,4,-1,2,GA,13.498223642159072,2604.9002032641724,0.0002528404997985191,0.9999544897456593,1.6374605773216175
10,0.5,4,8,-1,0,HEFT,14.370052160390163,3313.562393229613,0.0002498756312444648,0.9999550233978536,4.429340206861903
10,0.5,4,8,-1,0,GA,14.604294617487998,3264.1042591107125,0.00024058035863460785,0.9999566964730704,4.0260490227803665
10,0.5,4,8,-1,1,HEFT,9.358340470928223,2281.1499995891763,0.0001786497822196469,0.99996784355623,3.0062546418094027
10,0.5,4,8,-1,1,GA,9.665416572763732,2195.6475917177395,0.00016379426366051956,0.9999705174671597,2.43501369051322
10,0.5,4,8,-1,2,HEFT,12.533519613478504,3286.5997608603147,0.000269170785266974,0.9999515504323703,3.5304022880583226
10,0.5,4,8,-1,2,GA,12.550323182707597,3166.70580383272,0.00025347219357787994,0.9999543760459603,3.6802378065945502
10,0.5,4,16,-1,0,HEFT,10.727346850515238,3683.3162564295344,0.0002097759252106729,0.9999622410463492,3.6582551315900536
10,0.5,4,16,-1,0,GA,12.448165501527441,4289.448457000621,0.00024540060474255204,0.9999558288667194,2.834585843576338
10,0.5,4,16,-1,1,HEFT,8.937667959429849,3211.431261843908,0.00019320400692937685,0.999965223883456,3.057409654922086
10,0.5,4,16,-1,1,GA,9.478475549458924,3355.1311899492694,0.00019835450703529147,0.9999642968261073,2.6011983804759744
10,0.5,4,16,-1,2,HEFT,12.114987451901445,3971.239955084899,0.00021255327704390462,0.9999617411420206,3.623901249229468
10,0.5,4,16,-1,2,GA,13.40439579111218,4488.677904371934,0.00024742040212899177,0.9999554653193148,2.733918321161916
10,0.5,4,32,-1,0,HEFT,11.442124895539976,6020.550739628635,0.0002101776201216129,0.9999621687439981,2.452521762445518
10,0.5,4,32,-1,0,GA,11.905912180142375,6238.730361159833,0.00021535659999808284,0.9999612365633217,2.287880295516928
10,0.5,4,32,-1,1,HEFT,8.56851460005264,4263.228768028291,0.00012570015007856285,0.9999773742289525,1.9528106876233848
10,0.5,4,32,-1,1,GA,8.958259581699782,4402.280268682685,0.0001243292751046472,0.9999776209808952,1.508258208619799
10,0.5,4,32,-1,2,HEFT,12.454483792885947,6263.618338231931,0.0001913561449307142,0.9999655564871036,2.4558305593692227
10,0.5,4,32,-1,2,GA,12.575304384673164,6381.45917760806,0.00020058685967617112,0.9999638950170588,2.528189119112212
10,0.8,0.8,4,-1,0,HEFT,19.63600006986432,2864.1825821468547,0.00024827578537382007,0.9999553113571997,4.345709831026477
10,0.8,0.8,4,-1,0,GA,21.752812923082175,2921.997977207103,0.00024261795308774654,0.9999563297220185,5.109151806732277
10,0.8,0.8,4,-1,1,HEFT,27.25317460912202,3320.6870031471935,0.0002600173930115421,0.9999531979645075,7.8734344724470455
10,0.8,0.8,4,-1,1,GA,27.25317460912202,3225.6518995440297,0.0002477389558535107,0.9999554079822002,8.225107207027675
10,0.8,0.8,4,-1,2,HEFT,25.776647432202044,3043.009033130267,0.00023329844397733453,0.999958007161808,7.433292698110701
10,0.8,0.8,4,-1,2,GA,25.776647432202044,2908.566905981147,0.00021592866010793917,0.9999611335964987,8.509685095176392
10,0.8,0.8,8,-1,1,HEFT,19.231617960885995,3341.5413179471216,0.00019319198885039618,0.9999652260466346,5.771887153120519
10,0.8,0.8,8,-1,1,GA,21.491051318601322,3587.250559353676,0.0001969133892465051,0.9999645562180813,4.1467656457810795
10,0.8,0.8,8,-1,2,HEFT,14.524261654383462,3199.6042012686903,0.00023323967473486793,0.9999580177398276,4.3906598450386545
10,0.8,0.8,8,-1,2,GA,14.713453027833921,3220.9233169160498,0.00023364752277054177,0.9999579443302657,3.268187811844782
10,0.8,0.8,16,-1,1,HEFT,26.514646824326622,6921.701013029597,0.00023654894350889994,0.999957422096633,5.490769729929065
10,0.8,0.8,16,-1,1,GA,29.902684890836095,7736.387988535862,0.0002577613035523685,0.9999536040416865,3.7573534442674417
10,0.8,0.8,16,-1,2,HEFT,16.283652487788732,4495.632796102633,0.00017689554501901762,0.9999681593088221,3.971241779789834
10,0.8,0.8,16,-1,2,GA,24.623108571707988,6575.08960885275,0.0002386889874786584,0.999957036905194,3.832858588671531
10,0.8,0.8,32,-1,1,HEFT,18.064087181832427,8219.30382131595,0.0001657227833969378,0.9999701703439015,2.484119822795328
10,0.8,0.8,32,-1,1,GA,18.929864053301493,8558.778724741129,0.00016662931889836616,0.999970007172392,1.7542582389243222
10,0.8,1,4,-1,0,HEFT,19.03736555852929,3087.5880534355247,0.00028085200344006697,0.9999494479171805,2.6578679723952114
10,0.8,1,4,-1,0,GA,23.064201091531583,2949.1880511319678,0.00023799824273106616,0.9999571612339146,7.421742970056262
10,0.8,1,8,-1,1,HEFT,28.04433170401014,4951.485483907269,0.00029189013440856533,0.9999474611560201,6.79717716797962
10,0.8,1,8,-1,1,GA,29.34069371959158,5029.305480721496,0.00028586548884246824,0.9999485455358347,4.7772121309622255
10,0.8,1,8,-1,2,HEFT,15.791901348700417,3029.803972042526,0.0001955789977477114,0.9999647964000665,5.855387702880843
10,0.8,1,8,-1,2,GA,15.872696717839222,3084.6709905459975,0.00020166564672266567,0.99996370084242,4.712662240610316
10,0.8,1,16,-1,0,HEFT,20.969003465521332,5643.47192389498,0.0002089694132448171,0.9999623862130324,5.0238076544385475
10,0.8,1,16,-1,0,GA,22.865393994547382,6068.856306132273,0.0002168863900748289,0.99996096121182,2.820390949869972
